Contig0_10497_95068	Contig0	10497	95068	ID=OLUR_00000039;Name=OLUR_00000039;Alias=maker-Contig0-snap-gene-0.8;Note=Similar to WDR87: WD repeat-containing protein 87 (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,Gene3D:G3DSA:1.25.10.10,Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR011989,InterPro:IPR015943,InterPro:IPR016024,InterPro:IPR017986,InterPro:IPR036322,MobiDBLite:mobidb-lite,Pfam:PF00400,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,SMART:SM00320,SUPERFAMILY:SSF48371,SUPERFAMILY:SSF50978;Ontology_term=GO:0005515;SPID=Q6ZQQ6;	0.006205457536786067	0.025524883584774883	ID=OLUR_00000039;	OLUR_00000039	Alias=maker-Contig0-snap-gene-0.8;	NA	Note=Similar to WDR87: WD repeat-containing protein 87 (Homo sapiens OX%3D9606);	Ontology_term=GO:0005515;	Dbxref=Coils:Coil,Gene3D:G3DSA:1.25.10.10,Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR011989,InterPro:IPR015943,InterPro:IPR016024,InterPro:IPR017986,InterPro:IPR036322,MobiDBLite:mobidb-lite,Pfam:PF00400,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,SMART:SM00320,SUPERFAMILY:SSF48371,SUPERFAMILY:SSF50978;	Q6ZQQ6
Contig100188_1_4123	Contig100188	1	4123	ID=OLUR_00028933;Name=OLUR_00028933;Alias=snap_masked-Contig100188-processed-gene-0.1;Note=Similar to CHD7: Chromodomain-helicase-DNA-binding protein 7 (Gallus gallus OX%3D9031);Dbxref=Gene3D:G3DSA:3.40.50.300,InterPro:IPR027417,MobiDBLite:mobidb-lite,SUPERFAMILY:SSF52540;SPID=Q06A37;	0.0028384491447032835	0.013245176621008829	ID=OLUR_00028933;	OLUR_00028933	Alias=snap_masked-Contig100188-processed-gene-0.1;	NA	Note=Similar to CHD7: Chromodomain-helicase-DNA-binding protein 7 (Gallus gallus OX%3D9031);	NA	Dbxref=Gene3D:G3DSA:3.40.50.300,InterPro:IPR027417,MobiDBLite:mobidb-lite,SUPERFAMILY:SSF52540;	Q06A37
Contig100696_1_4505	Contig100696	1	4505	ID=OLUR_00028426;Name=OLUR_00028426;Alias=maker-Contig100696-snap-gene-0.2;Note=Similar to shv: DnaJ homolog shv (Drosophila melanogaster OX%3D7227);Dbxref=CDD:cd06257,Gene3D:G3DSA:1.10.287.110,InterPro:IPR001623,InterPro:IPR018253,InterPro:IPR036869,PRINTS:PR00625,Pfam:PF00226,ProSitePatterns:PS00636,ProSiteProfiles:PS50076,SMART:SM00271,SUPERFAMILY:SSF46565;SPID=Q9VPQ2;	4.977046475193737e-6	6.395326968964124e-5	ID=OLUR_00028426;	OLUR_00028426	Alias=maker-Contig100696-snap-gene-0.2;	NA	Note=Similar to shv: DnaJ homolog shv (Drosophila melanogaster OX%3D7227);	NA	Dbxref=CDD:cd06257,Gene3D:G3DSA:1.10.287.110,InterPro:IPR001623,InterPro:IPR018253,InterPro:IPR036869,PRINTS:PR00625,Pfam:PF00226,ProSitePatterns:PS00636,ProSiteProfiles:PS50076,SMART:SM00271,SUPERFAMILY:SSF46565;	Q9VPQ2
Contig10074_2260_6621	Contig10074	2260	6621	ID=OLUR_00025622;Name=OLUR_00025622;Alias=maker-Contig10074-snap-gene-0.2;Note=Similar to V-RMIL: Serine/threonine-protein kinase-transforming protein Rmil (Avian rous-associated virus type 1 OX%3D11950);Dbxref=Gene3D:G3DSA:1.10.510.10;SPID=P27966;	0.0040102384596444616	0.01786748020674878	ID=OLUR_00025622;	OLUR_00025622	Alias=maker-Contig10074-snap-gene-0.2;	NA	Note=Similar to V-RMIL: Serine/threonine-protein kinase-transforming protein Rmil (Avian rous-associated virus type 1 OX%3D11950);	NA	Dbxref=Gene3D:G3DSA:1.10.510.10;	P27966
Contig100743_7752_12849	Contig100743	7752	12849	ID=OLUR_00017215;Name=OLUR_00017215;Alias=snap_masked-Contig100743-processed-gene-0.0;Note=Protein of unknown function;	0.009881053985017114	0.036807632429149695	ID=OLUR_00017215;	OLUR_00017215	Alias=snap_masked-Contig100743-processed-gene-0.0;	NA	Note=Protein of unknown function;	NA	NA	NA
Contig100994_1_8602	Contig100994	1	8602	ID=OLUR_00017867;Name=OLUR_00017867;Alias=maker-Contig100994-snap-gene-0.1;Note=Similar to PCK1: Phosphoenolpyruvate carboxykinase%2C cytosolic [GTP] (Gallus gallus OX%3D9031);Dbxref=Gene3D:G3DSA:2.170.8.10,Gene3D:G3DSA:3.40.449.10,InterPro:IPR008210,InterPro:IPR035077,InterPro:IPR035078,Pfam:PF00821,Pfam:PF17297,SUPERFAMILY:SSF53795,SUPERFAMILY:SSF68923;Ontology_term=GO:0004611,GO:0006094,GO:0017076;SPID=P05153;	6.381491909801829e-4	0.0039496078743886665	ID=OLUR_00017867;	OLUR_00017867	Alias=maker-Contig100994-snap-gene-0.1;	NA	Note=Similar to PCK1: Phosphoenolpyruvate carboxykinase%2C cytosolic [GTP] (Gallus gallus OX%3D9031);	Ontology_term=GO:0004611,GO:0006094,GO:0017076;	Dbxref=Gene3D:G3DSA:2.170.8.10,Gene3D:G3DSA:3.40.449.10,InterPro:IPR008210,InterPro:IPR035077,InterPro:IPR035078,Pfam:PF00821,Pfam:PF17297,SUPERFAMILY:SSF53795,SUPERFAMILY:SSF68923;	P05153
Contig1010_1_34210	Contig1010	1	34210	ID=OLUR_00004121;Name=OLUR_00004121;Alias=maker-Contig1010-snap-gene-0.4;Note=Similar to PCDH9: Protocadherin-9 (Homo sapiens OX%3D9606);Dbxref=CDD:cd11304,Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR013164,InterPro:IPR015919,InterPro:IPR020894,MobiDBLite:mobidb-lite,PRINTS:PR00205,Pfam:PF00028,Pfam:PF08266,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;SPID=Q9HC56;	1.8157376877897083e-4	0.0013798379188718116	ID=OLUR_00004121;	OLUR_00004121	Alias=maker-Contig1010-snap-gene-0.4;	NA	Note=Similar to PCDH9: Protocadherin-9 (Homo sapiens OX%3D9606);	Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;	Dbxref=CDD:cd11304,Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR013164,InterPro:IPR015919,InterPro:IPR020894,MobiDBLite:mobidb-lite,PRINTS:PR00205,Pfam:PF00028,Pfam:PF08266,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;	Q9HC56
Contig101313_1595_9954	Contig101313	1595	9954	ID=OLUR_00019181;Name=OLUR_00019181;Alias=maker-Contig101313-snap-gene-0.3;Note=Similar to Kctd10: BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:3.30.710.10,InterPro:IPR000210,InterPro:IPR003131,InterPro:IPR011333,Pfam:PF02214,ProSiteProfiles:PS50097,SMART:SM00225,SUPERFAMILY:SSF54695;Ontology_term=GO:0005515,GO:0051260;SPID=Q922M3;	0.003193015789198718	0.01462733580353832	ID=OLUR_00019181;	OLUR_00019181	Alias=maker-Contig101313-snap-gene-0.3;	NA	Note=Similar to Kctd10: BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (Mus musculus OX%3D10090);	Ontology_term=GO:0005515,GO:0051260;	Dbxref=Gene3D:G3DSA:3.30.710.10,InterPro:IPR000210,InterPro:IPR003131,InterPro:IPR011333,Pfam:PF02214,ProSiteProfiles:PS50097,SMART:SM00225,SUPERFAMILY:SSF54695;	Q922M3
Contig101333_3371_8675	Contig101333	3371	8675	ID=OLUR_00015117;Name=OLUR_00015117;Alias=snap_masked-Contig101333-processed-gene-0.0;Note=Similar to Chrna7: Neuronal acetylcholine receptor subunit alpha-7 (Rattus norvegicus OX%3D10116);Dbxref=Gene3D:G3DSA:1.20.58.390,Gene3D:G3DSA:2.70.170.10,InterPro:IPR006029,InterPro:IPR006201,InterPro:IPR006202,InterPro:IPR018000,InterPro:IPR036719,InterPro:IPR036734,PRINTS:PR00252,Pfam:PF02931,Pfam:PF02932,ProSitePatterns:PS00236,SUPERFAMILY:SSF63712,SUPERFAMILY:SSF90112;Ontology_term=GO:0004888,GO:0005216,GO:0005230,GO:0006811,GO:0016021,GO:0034220;SPID=Q05941;	0.010450013092073725	0.03847829305766617	ID=OLUR_00015117;	OLUR_00015117	Alias=snap_masked-Contig101333-processed-gene-0.0;	NA	Note=Similar to Chrna7: Neuronal acetylcholine receptor subunit alpha-7 (Rattus norvegicus OX%3D10116);	Ontology_term=GO:0004888,GO:0005216,GO:0005230,GO:0006811,GO:0016021,GO:0034220;	Dbxref=Gene3D:G3DSA:1.20.58.390,Gene3D:G3DSA:2.70.170.10,InterPro:IPR006029,InterPro:IPR006201,InterPro:IPR006202,InterPro:IPR018000,InterPro:IPR036719,InterPro:IPR036734,PRINTS:PR00252,Pfam:PF02931,Pfam:PF02932,ProSitePatterns:PS00236,SUPERFAMILY:SSF63712,SUPERFAMILY:SSF90112;	Q05941
Contig101661_1_5354	Contig101661	1	5354	ID=OLUR_00025834;Name=OLUR_00025834;Alias=maker-Contig101661-snap-gene-0.3;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;	0.008628632448500683	0.03292397212655846	ID=OLUR_00025834;	OLUR_00025834	Alias=maker-Contig101661-snap-gene-0.3;	NA	Note=Protein of unknown function;	NA	Dbxref=MobiDBLite:mobidb-lite;	NA
